mel_spectro_start,mel_spectro_end,mel_spectro_length,Speaker
1161678,1162559,881,304541
1162559,1163888,1329,11528
1163888,1164983,1095,104483
1164983,1166190,1207,262305
1166190,1167215,1025,106974
1167215,1168168,953,150843
1168168,1169304,1136,121799
1169304,1170249,945,65534
1170249,1171502,1253,73024
1171502,1172757,1255,274379
1172757,1173901,1144,141721
1173901,1174764,863,160188
1174764,1175546,782,144965
1175546,1176753,1207,152825
1176753,1177420,667,6557
1177420,1178698,1278,39913
1178698,1179773,1075,112057
1179773,1180187,414,95875
1180187,1181410,1223,147962
1181410,1182596,1186,64974
1182596,1183489,893,283138
1183489,1184542,1053,130503
1184542,1185816,1274,104978
1185816,1186928,1112,70843
1186928,1187481,553,121392
1187481,1188651,1170,2327
1188651,1189871,1220,135657
1189871,1191121,1250,73958
1191121,1192272,1151,166433
1192272,1193462,1190,72200
1193462,1193637,175,156963
1193637,1194888,1251,290365
1194888,1195859,971,44912
1195859,1197015,1156,131004
1197015,1198126,1111,110522
1198126,1199333,1207,293963
1199333,1200359,1026,14958
1200359,1200549,190,7591
1200549,1201587,1038,282385
1201587,1202831,1244,98880
1202831,1203959,1128,285137
1203959,1204303,344,140654
1204303,1205354,1051,127518
1205354,1206620,1266,224
1206620,1207761,1141,132782
1207761,1208774,1013,160188
1208774,1210029,1255,48842
1210029,1211168,1139,130871
1211168,1211999,831,129594
1211999,1213134,1135,160949
1213134,1213859,725,130871
1213859,1215046,1187,26872
1215046,1215791,745,170438
1215791,1217008,1217,58869
1217008,1218267,1259,11079
1218267,1219417,1150,352
1219417,1220532,1115,103126
1220532,1221620,1088,282934
1221620,1222660,1040,100044
1222660,1223952,1292,56174
1223952,1225114,1162,105179
1225114,1226356,1242,145088
1226356,1227497,1141,135894
1227497,1228694,1197,163612
1228694,1229858,1164,13185
1229858,1230958,1100,10673
1230958,1231246,288,14677
1231246,1232203,957,130627
1232203,1233086,883,54659
1233086,1234305,1219,131220
1234305,1235531,1226,302000
1235531,1235798,267,131106
1235798,1236953,1155,18004
1236953,1238034,1081,183988
1238034,1238665,631,95441
1238665,1239773,1108,112592
1239773,1240859,1086,130225
1240859,1241832,973,281188
1241832,1243154,1322,157861
1243154,1244175,1021,83633
1244175,1244924,749,13364
1244924,1245307,383,58433
1245307,1246607,1300,122825
1246607,1247237,630,5097
1247237,1248350,1113,6498
1248350,1249548,1198,152842
1249548,1250789,1241,10801
1250789,1251938,1149,134825
1251938,1253051,1113,73073
1253051,1254231,1180,132484
1254231,1255426,1195,2536
1255426,1256579,1153,7793
1256579,1257738,1159,127703
1257738,1258973,1235,170952
1258973,1260194,1221,143893
1260194,1261475,1281,295445
1261475,1262670,1195,56837
1262670,1263893,1223,274379
1263893,1265158,1265,128345
1265158,1266273,1115,187466
1266273,1267496,1223,157236
1267496,1268717,1221,141242
1268717,1269854,1137,136983
1269854,1270181,327,143948
1270181,1271192,1011,73732
1271192,1272315,1123,185457
1272315,1273504,1189,262305
1273504,1274702,1198,95969
1274702,1275483,781,92002
1275483,1276732,1249,157830
1276732,1278045,1313,153964
1278045,1279119,1074,283228
1279119,1280340,1221,70919
1280340,1281579,1239,67851
1281579,1282517,938,131732
1282517,1283423,906,129393
1283423,1284478,1055,135033
1284478,1285734,1256,92420
1285734,1286930,1196,89735
1286930,1288167,1237,124520
1288167,1289374,1207,148521
1289374,1290673,1299,85684
1290673,1291164,491,281131
1291164,1291771,607,127732
1291771,1292977,1206,279363
1292977,1294136,1159,10160
1294136,1294910,774,73973
1294910,1295701,791,153964
1295701,1296755,1054,121148
1296755,1298065,1310,73847
1298065,1299146,1081,122544
1299146,1300339,1193,135814
1300339,1301599,1260,139717
1301599,1302744,1145,270778
1302744,1303989,1245,9210
1303989,1304611,622,163612
1304611,1305765,1154,174960
1305765,1306768,1003,73957
1306768,1308029,1261,13256
1308029,1308885,856,254949
1308885,1310185,1300,104491
1310185,1311447,1262,220980
1311447,1312588,1141,10702
1312588,1313426,838,398
1313426,1313621,195,301693
1313621,1314872,1251,1120
1314872,1315072,200,113273
1315072,1315293,221,70837
1315293,1316032,739,139397
1316032,1317315,1283,127525
1317315,1318532,1217,161714
1318532,1319757,1225,300343
1319757,1321030,1273,276939
1321030,1321391,361,129388
1321391,1321567,176,14672
1321567,1321928,361,36641
1321928,1322472,544,44912
1322472,1323718,1246,12544
1323718,1324359,641,5909
1324359,1325638,1279,126336
1325638,1326397,759,31629
1326397,1327618,1221,154284
1327618,1328808,1190,135264
1328808,1329611,803,108638
1329611,1330698,1087,216570
1330698,1331981,1283,92934
1331981,1333037,1056,138042
1333037,1334100,1063,135657
1334100,1335318,1218,185466
1335318,1335524,206,139741
1335524,1336739,1215,187464
1336739,1338036,1297,166683
1338036,1339184,1148,12707
1339184,1340236,1052,51162
1340236,1341368,1132,39840
1341368,1342550,1182,177234
1342550,1343653,1103,23281
1343653,1344611,958,8592
1344611,1345751,1140,39508
1345751,1345992,241,83616
1345992,1347197,1205,160952
1347197,1348124,927,47541
1348124,1349182,1058,130870
1349182,1350238,1056,164100
1350238,1350825,587,163597
1350825,1351603,778,141644
1351603,1352024,421,86683
1352024,1352628,604,1731
1352628,1353777,1149,124595
1353777,1355099,1322,246893
1355099,1356123,1024,168497
1356123,1357299,1176,74798
1357299,1358565,1266,149739
1358565,1359816,1251,121140
1359816,1360461,645,279856
1360461,1361613,1152,68192
1361613,1362356,743,290351
1362356,1363528,1172,7944
1363528,1364480,952,155151
1364480,1365549,1069,142750
1365549,1366098,549,110522
1366098,1367249,1151,12332
1367249,1368208,959,144496
1368208,1368936,728,84447
1368936,1369967,1031,294523
1369967,1370545,578,5097
1370545,1371758,1213,6174
1371758,1373010,1252,134148
1373010,1374207,1197,279849
1374207,1375333,1126,121024
1375333,1375891,558,136458
1375891,1377100,1209,16632
1377100,1378153,1053,34572
1378153,1379301,1148,134717
1379301,1380464,1163,132272
1380464,1380968,504,14936
1380968,1381383,415,294114
1381383,1382474,1091,91906
1382474,1383643,1169,126313
1383643,1384800,1157,259009
1384800,1385706,906,112593
1385706,1386751,1045,94876
1386751,1388074,1323,10988
1388074,1389299,1225,133834
1389299,1389490,191,48032
1389490,1390411,921,271812
1390411,1391288,877,295446
1391288,1392236,948,170452
1392236,1393465,1229,9915
1393465,1394609,1144,72207
1394609,1395646,1037,157236
1395646,1396876,1230,92002
1396876,1397965,1089,88367
1397965,1399037,1072,233366
1399037,1399914,877,231862
1399914,1400034,120,124164
1400034,1401113,1079,12707
1401113,1402363,1250,70843
1402363,1403506,1143,32904
1403506,1404805,1299,141791
1404805,1405697,892,132592
1405697,1406940,1243,58433
1406940,1408296,1356,134816
1408296,1409540,1244,48831
1409540,1410661,1121,95870
1410661,1411173,512,150915
1411173,1412270,1097,30119
1412270,1413455,1185,6175
1413455,1414461,1006,81870
1414461,1415768,1307,139681
1415768,1416653,885,129440
1416653,1417731,1078,38660
1417731,1418886,1155,185488
1418886,1419622,736,133395
1419622,1420813,1191,110061
1420813,1422046,1233,276939
1422046,1422485,439,170952
1422485,1423684,1199,245687
1423684,1424865,1181,63095
1424865,1425135,270,135657
1425135,1426362,1227,101884
1426362,1427289,927,133424
1427289,1428186,897,152267
1428186,1429222,1036,58192
1429222,1430330,1108,135762
1430330,1431456,1126,140071
1431456,1432685,1229,122825
1432685,1433950,1265,149236
1433950,1434901,951,157859
1434901,1435438,537,279852
1435438,1436733,1295,159056
1436733,1437943,1210,145138
1437943,1439228,1285,133393
1439228,1440023,795,129623
1440023,1441163,1140,282357
1441163,1442355,1192,4158
1442355,1442713,358,121541
1442713,1443590,877,178030
1443590,1444110,520,171171
1444110,1445169,1059,123270
1445169,1445473,304,129514
1445473,1446239,766,56777
1446239,1447438,1199,139752
1447438,1448692,1254,135022
1448692,1449611,919,71402
1449611,1450842,1231,76046
1450842,1451580,738,141209
1451580,1452456,876,168500
1452456,1453701,1245,163612
1453701,1454954,1253,292252
1454954,1456031,1077,50777
1456031,1457117,1086,4275
1457117,1457889,772,110238
1457889,1459149,1260,291101
1459149,1460019,870,116805
1460019,1460561,542,10642
1460561,1461649,1088,163322
1461649,1462717,1068,4145
1462717,1463992,1275,126577
1463992,1464251,259,286306
1464251,1464400,149,125123
1464400,1464905,505,125147
1464905,1466071,1166,47237
1466071,1467337,1266,120318
1467337,1468524,1187,176660
1468524,1469232,708,245687
1469232,1469581,349,163381
1469581,1470467,886,283462
1470467,1471629,1162,121416
1471629,1472945,1316,61743
1472945,1473467,522,31091
1473467,1474612,1145,65772
1474612,1475869,1257,156015
1475869,1476349,480,73732
1476349,1477602,1253,87280
1477602,1478154,552,279856
1478154,1479372,1218,129066
1479372,1480472,1100,22574
1480472,1481693,1221,126794
1481693,1482654,961,7944
1482654,1483823,1169,295761
1483823,1484758,935,126220
1484758,1485543,785,11077
1485543,1486131,588,134728
1486131,1486539,408,149939
1486539,1487048,509,168497
1487048,1488054,1006,142727
1488054,1488633,579,14274
1488633,1489460,827,169293
1489460,1490823,1363,132532
1490823,1491276,453,291172
1491276,1492563,1287,699
1492563,1492978,415,129388
1492978,1494159,1181,83696
1494159,1494669,510,132592
1494669,1495645,976,185485
1495645,1496929,1284,124224
1496929,1497330,401,124994
1497330,1498380,1050,53638
1498380,1498815,435,133225
1498815,1499418,603,123176
1499418,1500519,1101,159386
1500519,1501626,1107,15307
1501626,1502779,1153,147981
1502779,1503885,1106,14497
1503885,1504277,392,110526
1504277,1505569,1292,123866
1505569,1506846,1277,55856
1506846,1507207,361,129064
1507207,1508378,1171,137106
1508378,1509655,1277,101854
1509655,1510852,1197,258959
1510852,1511961,1109,6556
1511961,1513189,1228,128761
1513189,1514181,992,300047
1514181,1515369,1188,7793
1515369,1516420,1051,121413
1516420,1517452,1032,86043
1517452,1518639,1187,70843
1518639,1519675,1036,171137
1519675,1520704,1029,105383
1520704,1521277,573,304535
1521277,1522524,1247,291170
1522524,1523566,1042,262291
1523566,1524800,1234,152267
1524800,1525939,1139,126945
1525939,1526593,654,105179
1526593,1527770,1177,85685
1527770,1528988,1218,144021
1528988,1529972,984,136458
1529972,1530443,471,57831
1530443,1530720,277,132891
1530720,1531498,778,140071
1531498,1531784,286,128138
1531784,1533107,1323,245708
1533107,1533664,557,139308
1533664,1534895,1231,102240
1534895,1535524,629,150916
1535524,1536625,1101,138043
1536625,1537838,1213,158074
1537838,1538861,1023,88748
1538861,1539835,974,131203
1539835,1540785,950,156019
1540785,1541930,1145,73073
1541930,1543165,1235,107517
1543165,1543416,251,9915
1543416,1544198,782,121730
1544198,1545409,1211,3961
1545409,1546716,1307,234100
1546716,1546971,255,101579
1546971,1548207,1236,68353
1548207,1549486,1279,139035
1549486,1550673,1187,82458
1550673,1551379,706,293963
1551379,1552586,1207,187018
1552586,1553812,1226,143948
1553812,1554675,863,123267
1554675,1555926,1251,108620
1555926,1556183,257,5909
1556183,1557349,1166,122443
1557349,1557995,646,7793
1557995,1558290,295,252342
1558290,1559531,1241,156738
1559531,1560524,993,291168
1560524,1561703,1179,147968
1561703,1562067,364,121068
1562067,1562741,674,254949
1562741,1563849,1108,281131
1563849,1564704,855,23281
1564704,1566065,1361,126945
1566065,1566878,813,167022
1566878,1567864,986,86710
1567864,1568837,973,121669
1568837,1569962,1125,212
1569962,1571029,1067,60489
1571029,1572170,1141,63101
1572170,1572459,289,129582
1572459,1573588,1129,121331
1573588,1574789,1201,26987
1574789,1575958,1169,4687
1575958,1578337,2379,85685
1578337,1579492,1155,5764
1579492,1580615,1123,110127
1580615,1581883,1268,64588
1581883,1583130,1247,46890
1583130,1584367,1237,133630
1584367,1585557,1190,125123
1585557,1586886,1329,184447
1586886,1587947,1061,5758
1587947,1589152,1205,134636
1589152,1590034,882,69607
1590034,1591192,1158,29092
1591192,1592218,1026,94876
1592218,1593241,1023,133630
1593241,1593823,582,134120
1593823,1594907,1084,61780
1594907,1595663,756,169293
1595663,1596858,1195,126859
1596858,1598077,1219,279849
1598077,1599351,1274,4275
1599351,1600022,671,135762
1600022,1601078,1056,158081
1601078,1602365,1287,283462
1602365,1603515,1150,4275
1603515,1604536,1021,13250
1604536,1605703,1167,131722
1605703,1606805,1102,52087
1606805,1607792,987,5330
1607792,1609131,1339,108638
1609131,1610318,1187,19665
1610318,1611229,911,86741
1611229,1612430,1201,138289
1612430,1613555,1125,83696
1613555,1614743,1188,100431
1614743,1615006,263,153728
1615006,1615940,934,160958
1615940,1617185,1245,134148
1617185,1618336,1151,102232
1618336,1619580,1244,294554
1619580,1620785,1205,108621
1620785,1621785,1000,294523
1621785,1622995,1210,395
1622995,1624314,1319,133396
1624314,1625639,1325,120280
1625639,1626667,1028,39481
1626667,1627766,1099,104637
1627766,1628754,988,292138
1628754,1629158,404,25765
1629158,1630396,1238,144503
1630396,1630976,580,142311
1630976,1632002,1026,141208
1632002,1632957,955,61316
1632957,1633808,851,6174
1633808,1634979,1171,126221
1634979,1635785,806,110131
1635785,1637034,1249,149881
1637034,1637593,559,104398
1637593,1638788,1195,72200
1638788,1639985,1197,270777
1639985,1640720,735,92002
1640720,1641995,1275,19366
1641995,1642171,176,107479
1642171,1643395,1224,86777
1643395,1644107,712,142320
1644107,1645368,1261,106800
1645368,1646577,1209,63713
1646577,1647577,1000,104890
1647577,1648946,1369,61758
1648946,1650167,1221,258266
1650167,1651472,1305,293957
1651472,1651895,423,137483
1651895,1653076,1181,144496
1653076,1654346,1270,109656
1654346,1655478,1132,123197
1655478,1656808,1330,282934
1656808,1658011,1203,132299
1658011,1659228,1217,155972
1659228,1660398,1170,141571
1660398,1661533,1135,108005
1661533,1662386,853,258993
1662386,1663501,1115,108638
1663501,1664494,993,134804
1664494,1665705,1211,130548
1665705,1666852,1147,139741
1666852,1668106,1254,84122
1668106,1669087,981,129396
1669087,1670313,1226,282357
1670313,1671538,1225,274549
1671538,1672726,1188,144999
1672726,1674009,1283,110243
1674009,1675094,1085,183239
1675094,1676285,1191,296395
1676285,1676496,211,274380
1676496,1677420,924,163519
1677420,1678385,965,12332
1678385,1679518,1133,104986
1679518,1680721,1203,157480
1680721,1682014,1293,121398
1682014,1683234,1220,138115
1683234,1683969,735,12332
1683969,1685278,1309,123197
1685278,1686397,1119,46268
1686397,1687552,1155,81859
1687552,1688881,1329,101799
1688881,1690123,1242,64708
1690123,1690698,575,142311
1690698,1691753,1055,121064
1691753,1692300,547,124224
1692300,1693399,1099,126861
1693399,1694358,959,291381
1694358,1695595,1237,44937
1695595,1696917,1322,56174
1696917,1697687,770,75791
1697687,1698946,1259,133239
1698946,1700187,1241,131113
1700187,1700963,776,700
1700963,1702193,1230,11244
1702193,1702860,667,150469
1702860,1703971,1111,126842
1703971,1704864,893,6398
1704864,1705741,877,291168
1705741,1705973,232,125140
1705973,1707057,1084,47238
1707057,1708308,1251,132592
1708308,1709514,1206,14653
1709514,1710618,1104,73732
1710618,1711754,1136,19585
1711754,1712448,694,65554
1712448,1713645,1197,275885
1713645,1714843,1198,142279
1714843,1715854,1011,143893
1715854,1717030,1176,231834
1717030,1718254,1224,121902
1718254,1719548,1294,140639
1719548,1720873,1325,99249
1720873,1721844,971,103126
1721844,1722874,1030,19373
1722874,1723594,720,101836
1723594,1724700,1106,102240
1724700,1725838,1138,178449
1725838,1726821,983,7793
1726821,1727409,588,246904
1727409,1728687,1278,108066
1728687,1729904,1217,103126
1729904,1730910,1006,64974
